City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,jalesar,27.4833,78.3167,6.29,51,0,2.47,IN,1673993255
278,san policarpo,12.1791,125.5072,25.41,86,92,1.79,PH,1673993256
279,faanui,-16.4833,-151.75,27.16,71,80,5.69,PF,1673993257
280,singaraja,-8.112,115.0882,26.1,84,99,2.07,ID,1673993258
281,saint george,37.1041,-113.5841,6.35,75,100,6.69,US,1673993099
282,hays,30.0502,-98.0336,26.28,65,100,4.02,US,1673993259
283,pathein,16.7833,94.7333,17.61,74,10,2.09,MM,1673993260
284,kahului,20.8947,-156.47,27.76,67,20,3.58,US,1673993261
285,amga,60.8953,131.9608,-49.62,99,100,0.52,RU,1673993262
286,dingle,10.9995,122.6711,23.58,96,100,2.93,PH,1673993263
287,aksarka,66.5606,67.7975,-12.98,94,100,2.93,RU,1673993264
288,port elizabeth,-33.918,25.5701,24.62,98,100,0.45,ZA,1673993265
289,menongue,-14.6585,17.691,17.59,97,100,2.62,AO,1673993266
290,xiongzhou,25.1167,114.3,5.32,75,100,1.87,CN,1673993267
291,eirunepe,-6.6603,-69.8736,25.02,85,91,0.97,BR,1673993230
292,fukue,32.6881,128.8419,7.57,62,95,9.16,JP,1673993268
293,kalanguy,51.0167,116.5167,-20.94,100,100,1.12,RU,1673993269
294,chokurdakh,70.6333,147.9167,-36.87,100,66,2.46,RU,1673993270
295,hermon,44.8101,-68.9134,1.4,85,75,2.06,US,1673993271
296,chifeng,42.2683,118.9636,-15.44,81,4,2.35,CN,1673993273
297,homer,59.6425,-151.5483,2.09,94,100,1.79,US,1673993274
298,tacuarembo,-31.7333,-55.9833,35.11,16,0,5.16,UY,1673993274
299,aras,42.5617,-2.356,2.23,65,0,7.72,ES,1673993275
300,komsomolskiy,40.4272,71.7189,-9.6,79,3,2.06,UZ,1673993277
301,atambua,-9.1061,124.8925,23.68,84,97,0.07,ID,1673993278
302,imbituba,-28.24,-48.6703,23.47,96,100,2.77,BR,1673993279
303,armentieres,50.6857,2.8821,0.59,82,99,0.89,FR,1673993280
304,haflong,25.1833,93.0333,9.22,65,0,0.44,IN,1673993281
305,straumen,63.8709,11.2999,3.0,74,100,3.68,NO,1673993282
306,kushiro,42.975,144.3747,-9.47,67,75,2.57,JP,1673993060
307,la ronge,55.1001,-105.2842,-7.35,94,100,2.4,CA,1673993284
308,wanning,18.8003,110.3967,15.86,86,100,5.8,CN,1673993285
309,dwarka,22.2394,68.9678,18.92,41,26,5.08,IN,1673993286
310,belmonte,-15.8631,-38.8828,25.18,81,8,3.23,BR,1673993287
311,sobolevo,54.4299,31.8996,0.62,98,100,6.98,RU,1673993288
312,yola,9.2,12.4833,24.74,22,48,2.13,NG,1673993291
313,miri,4.4148,114.0089,23.45,89,35,1.8,MY,1673993292
314,chapais,49.7834,-74.8492,-9.02,91,99,0.79,CA,1673993292
315,sur,22.5667,59.5289,20.45,65,90,5.25,OM,1673993293
316,nikolayevka,53.1257,47.2041,-15.08,99,82,1.89,RU,1673993294
317,juegang,32.3174,121.1855,-1.16,67,23,3.59,CN,1673993295
318,montepuez,-13.1256,38.9997,20.31,98,100,0.65,MZ,1673993297
319,sistranda,63.7256,8.834,2.98,63,100,13.74,NO,1673993298
320,hithadhoo,-0.6,73.0833,26.82,68,71,2.96,MV,1673993299
321,chara,56.9064,118.2631,-35.11,82,98,0.27,RU,1673993300
322,ivybridge,50.3904,-3.9191,1.84,89,7,2.88,GB,1673993301
323,coquimbo,-29.9533,-71.3436,20.85,60,0,5.66,CL,1673992996
324,santa vitoria do palmar,-33.5189,-53.3681,22.99,70,0,5.71,BR,1673992902
325,westport,41.1415,-73.3579,7.07,63,100,2.57,US,1673993303
326,smithers,54.7804,-127.1743,0.2,94,100,1.51,CA,1673993304
327,alikalia,9.1667,-11.4,22.29,19,27,1.16,SL,1673993306
328,barra do garcas,-15.89,-52.2567,24.41,87,100,2.02,BR,1673993306
329,shizuishan,39.2333,106.7694,-10.77,52,0,1.48,CN,1673993307
330,avera,33.194,-82.5271,16.73,94,97,2.54,US,1673993308
331,anchorage,61.2181,-149.9003,0.73,87,81,3.58,US,1673992957
332,ketchikan,55.3422,-131.6461,5.26,87,100,8.75,US,1673993310
333,kavaratti,10.5669,72.642,26.41,74,10,2.65,IN,1673993311
334,teya,60.3778,92.6267,-42.22,100,54,0.71,RU,1673993312
335,male,4.1748,73.5089,26.61,79,77,5.25,MV,1673992889
336,fort-shevchenko,44.5086,50.263,-0.24,46,0,4.98,KZ,1673993314
337,gushikawa,26.3544,127.8686,15.57,73,75,1.54,JP,1673993315
338,cabedelo,-6.9811,-34.8339,24.37,81,100,5.13,BR,1673993316
339,svobodnyy,51.4,128.1333,-40.11,100,27,0.89,RU,1673993317
340,hofn,64.2539,-15.2082,-4.99,58,0,7.2,IS,1673993318
341,oksfjord,70.2396,22.3479,3.1,81,34,3.34,NO,1673993319
342,san jeronimo,-11.9472,-75.2829,16.59,53,88,2.72,PE,1673993320
343,beckley,37.7782,-81.1882,10.93,92,75,3.6,US,1673993322
344,capitao poco,-1.7464,-47.0594,22.95,96,77,2.37,BR,1673993323
345,ambon,-3.6954,128.1814,25.69,15,20,4.12,ID,1673993323
346,tadine,-21.55,167.8833,25.52,65,99,5.53,NC,1673993178
347,ambilobe,-13.2,49.05,22.46,95,100,0.83,MG,1673993325
348,aguimes,27.9054,-15.4461,15.92,77,75,5.14,ES,1673993326
349,marzuq,14.4,46.4667,16.4,69,24,1.97,YE,1673993327
350,udachnyy,66.4167,112.4,-48.54,99,94,1.95,RU,1673993328
351,golaghat,26.5167,93.9667,11.34,81,1,1.74,IN,1673993329
352,gayeri,12.6497,0.4931,21.97,18,6,4.03,BF,1673993329
353,zheleznodorozhnyy,55.7503,38.0042,0.34,92,100,6.27,RU,1673993330
354,nome,64.5011,-165.4064,-18.96,65,100,5.66,US,1673993331
355,vieste,41.8825,16.175,14.84,72,49,8.12,IT,1673993332
356,port hueneme,34.1478,-119.1951,17.1,55,0,9.77,US,1673993333
357,kyshtovka,56.555,76.6271,-18.66,99,12,2.74,RU,1673993334
358,tandalti,13.0167,31.8667,19.86,22,52,5.57,SD,1673993334
359,jacareacanga,-6.2222,-57.7528,22.01,99,100,1.77,BR,1673993335
360,comodoro rivadavia,-45.8667,-67.5,20.83,61,16,6.67,AR,1673993328
361,ponto novo,-10.8628,-40.1336,27.5,47,98,4.39,BR,1673993337
362,ozinki,51.1786,49.6769,-9.6,96,25,3.86,RU,1673993338
363,dunedin,-45.8742,170.5036,16.0,72,83,0.89,NZ,1673993340
364,cairns,-16.9167,145.7667,26.7,97,100,1.03,AU,1673993340
365,kovdor,67.5662,30.4758,-5.14,89,84,3.36,RU,1673993341
366,whitianga,-36.8333,175.7,18.45,73,85,4.77,NZ,1673993342
367,siemiatycze,52.4272,22.8623,1.4,93,54,2.58,PL,1673993344
368,xining,36.6167,101.7667,-16.89,79,25,1.25,CN,1673993154
369,capreol,46.706,-80.9225,-0.25,100,100,3.09,CA,1673993346
370,seoul,37.5683,126.9778,-4.31,60,81,1.48,KR,1673993133
371,marabba,12.35,32.1833,22.78,21,23,6.1,SD,1673993347
372,plettenberg bay,-34.0527,23.3716,21.96,94,100,2.4,ZA,1673993348
373,kailua,21.4022,-157.7394,28.28,53,20,1.54,US,1673993223
374,bubaque,11.2833,-15.8333,25.21,74,89,5.6,GW,1673993351
375,jawala mukhi,31.8833,76.3167,7.15,57,86,0.97,IN,1673993352
376,pauini,-7.7136,-66.9764,26.58,84,80,0.23,BR,1673993353
377,roald,62.5833,6.1333,2.09,93,0,1.54,NO,1673993354
378,weihai,37.5017,122.1136,-0.84,47,3,3.38,CN,1673993355
379,izhmorskiy,56.194,86.6414,-24.67,99,97,1.9,RU,1673993356
380,oparino,59.8518,48.2783,-8.95,94,100,4.0,RU,1673993358
381,kargopol,61.5071,38.9456,-6.56,95,95,3.14,RU,1673993359
382,husavik,66.0449,-17.3389,-4.47,75,100,6.6,IS,1673993360
383,ndele,8.4109,20.6473,23.53,23,83,2.17,CF,1673993179
384,terrasini,38.146,13.0844,16.76,60,40,11.32,IT,1673993361
385,rocha,-34.4833,-54.3333,23.81,59,0,6.23,UY,1673993362
386,fort nelson,58.8053,-122.7002,-9.47,77,91,0.81,CA,1673993363
387,kirovskiy,45.0917,133.5136,-23.8,100,81,0.92,RU,1673993364
388,khuldabad,20.05,75.1833,15.42,51,0,1.96,IN,1673993365
389,seymchan,62.8833,152.4333,-32.59,96,100,1.4,RU,1673993367
390,touros,-5.1989,-35.4608,25.6,82,75,5.75,BR,1673993368
391,nyurba,63.2842,118.3319,-53.77,100,83,0.86,RU,1673993369
392,zhuhai,22.2769,113.5678,11.88,71,20,10.29,CN,1673993370
393,ahipara,-35.1667,173.1667,21.04,62,0,3.75,NZ,1673993371
394,buraydah,26.326,43.975,11.17,73,0,3.74,SA,1673993076
395,gunjur,13.2019,-16.7339,24.58,59,72,6.04,GM,1673993372
396,ouargaye,11.5033,0.0572,24.18,17,6,4.13,BF,1673993373
397,batemans bay,-35.7167,150.1833,21.72,52,86,2.39,AU,1673993375
398,grindavik,63.8424,-22.4338,-4.74,74,20,8.75,IS,1673993376
399,nadym,65.5333,72.5167,-16.19,97,95,3.77,RU,1673993377
400,vao,-22.6667,167.4833,23.97,72,100,7.7,NC,1673993178
401,mehamn,71.0357,27.8492,1.97,80,0,8.23,NO,1673993379
402,gao,16.6362,1.637,19.19,14,47,4.85,ML,1673993380
403,vestmanna,62.1564,-7.1664,1.51,75,75,12.86,FO,1673993381
404,bedele,8.456,36.353,13.01,50,29,1.59,ET,1673993382
405,shache,38.4167,77.2406,-20.66,99,36,1.56,CN,1673993383
406,lahat,-3.8,103.5333,22.04,98,100,0.7,ID,1673993383
407,marawi,7.9986,124.2928,19.86,95,89,1.11,PH,1673993254
408,takoradi,4.8845,-1.7554,26.82,82,36,3.79,GH,1673993386
409,goya,-29.14,-59.2626,37.75,20,0,2.14,AR,1673993387
410,nhulunbuy,-12.2333,136.7667,26.34,89,40,3.6,AU,1673993388
411,saint-pierre,-21.3393,55.4781,26.98,57,0,6.17,RE,1673993196
412,nouadhibou,20.931,-17.0347,19.08,70,98,9.24,MR,1673993389
413,jiuquan,39.7432,98.5174,-14.15,75,0,1.7,CN,1673993390
414,xanlar,40.5869,46.3158,-3.27,80,20,3.09,AZ,1673993391
415,sivas,39.7916,37.0019,-1.65,93,40,2.57,TR,1673993392
416,pontarlier,46.8333,6.25,-0.59,95,87,5.92,FR,1673993393
417,nago,26.5881,127.9761,14.24,73,94,6.26,JP,1673993394
418,kautokeino,69.0125,23.0412,-19.21,98,29,2.7,NO,1673993395
419,ust-kuyga,70.0167,135.6,-40.08,100,93,0.56,RU,1673993396
420,santiago del estero,-27.7951,-64.2615,39.77,18,70,5.22,AR,1673993397
421,uyuni,-20.4597,-66.825,9.9,63,95,6.5,BO,1673993398
422,egvekinot,66.3167,-179.1667,-30.66,86,12,5.78,RU,1673993398
423,labuhan,-6.8844,112.2051,24.83,87,100,3.08,ID,1673993399
424,sarangani,5.4033,125.4636,26.87,76,99,0.99,PH,1673993400
425,progreso,21.2833,-89.6667,31.06,52,1,5.41,MX,1673993401
426,adrar,20.5022,-10.0711,19.64,16,98,4.13,MR,1673993402
427,marsaxlokk,35.8419,14.5431,17.27,67,0,5.66,MT,1673993403
428,okhotsk,59.3833,143.3,-28.14,97,100,3.5,RU,1673993404
429,los llanos de aridane,28.6585,-17.9182,14.86,78,100,3.6,ES,1673993405
430,manggar,-2.8833,108.2667,25.8,82,100,4.29,ID,1673993406
431,abu samrah,35.3029,37.1841,9.48,86,7,2.33,SY,1673993406
432,nanortalik,60.1432,-45.2371,-6.2,71,100,2.44,GL,1673993407
433,dharchula,29.85,80.5333,5.06,32,17,3.54,IN,1673993409
434,kharp,66.8014,65.8081,-11.98,94,100,1.96,RU,1673993410
435,atbasar,51.8,68.3333,-22.32,74,13,0.56,KZ,1673993411
436,vuktyl,63.8567,57.3094,-10.23,94,100,5.12,RU,1673993412
437,mount gambier,-37.8333,140.7667,15.38,79,100,4.35,AU,1673993413
438,chicama,-7.8447,-79.1469,23.3,57,22,4.32,PE,1673993414
439,leshukonskoye,64.8989,45.7622,-7.35,94,98,3.59,RU,1673993415
440,baghdad,33.3406,44.4009,10.95,82,0,6.17,IQ,1673993398
441,lucapa,-8.4192,20.7447,16.6,94,100,0.72,AO,1673993417
442,puerto leguizamo,-0.1934,-74.7819,24.66,95,100,0.67,CO,1673993418
443,esmeraldas,-19.7625,-44.3139,26.48,78,19,1.7,BR,1673993419
444,bardiyah,31.7561,25.0865,14.33,64,0,5.61,LY,1673993420
445,eslamshahr,35.5605,51.2346,-0.31,74,31,0.0,IR,1673993421
446,manakara,-22.1333,48.0167,24.04,82,28,1.16,MG,1673993421
447,magistralnyy,56.1725,107.4458,-19.58,98,100,2.6,RU,1673993422
448,alim,9.5649,122.4876,25.58,85,98,1.69,PH,1673993423
449,fortuna,40.5982,-124.1573,12.74,69,100,3.09,US,1673993424
450,flagstaff,35.1981,-111.6513,-1.38,87,100,8.75,US,1673993373
451,katunino,64.3862,40.6298,-1.06,95,95,2.92,RU,1673993425
452,uray,60.1247,64.7758,-11.36,86,63,4.08,RU,1673993426
453,digby,44.6169,-65.7655,1.99,90,100,5.67,CA,1673993227
454,pasni,25.2631,63.471,19.64,56,36,1.33,PK,1673993428
455,maridi,4.9158,29.4742,23.37,33,12,2.32,SS,1673993429
456,visnes,59.3556,5.2242,2.03,93,20,5.14,NO,1673993430
457,chulucanas,-5.0925,-80.1625,31.02,39,99,6.78,PE,1673993431
458,shemonaikha,50.6328,81.9056,-17.33,98,100,2.03,KZ,1673993432
459,port hedland,-20.3167,118.5667,28.03,83,75,3.6,AU,1673993433
460,artigas,-30.4,-56.4667,36.84,13,0,5.53,UY,1673993435
461,tashla,51.7716,52.7427,-15.97,90,9,2.75,RU,1673993436
462,bijapur,16.8333,75.7,19.8,33,1,4.33,IN,1673993438
463,kulhudhuffushi,6.6221,73.07,26.9,76,83,6.62,MV,1673993439
464,ponta delgada,37.7333,-25.6667,13.4,71,40,8.75,PT,1673993439
465,durban,-29.8579,31.0292,25.01,91,96,1.79,ZA,1673993141
466,dnestrovsc,46.6222,29.9133,7.86,95,49,5.81,MD,1673993441
467,guanica,17.9716,-66.908,27.21,66,31,1.43,PR,1673993442
468,saint-joseph,-21.3667,55.6167,26.37,78,95,6.93,RE,1673993443
469,ugoofaaru,5.6667,73.0,26.75,79,67,6.54,MV,1673993444
470,saint-francois,46.4154,3.9054,2.69,91,75,3.09,FR,1673993445
471,atar,20.5169,-13.0499,21.99,14,99,3.36,MR,1673993196
472,half moon bay,37.4636,-122.4286,14.69,61,0,4.63,US,1673993446
473,kingseat,56.0974,-3.4084,1.06,84,0,5.14,GB,1673993447
474,slobidka,47.8869,29.3461,6.18,94,45,5.77,UA,1673993448
475,katherine,-14.4667,132.2667,27.18,83,75,3.09,AU,1673993449
476,diu,20.7141,70.9822,17.04,32,1,3.65,IN,1673993451
477,morgan city,29.6994,-91.2068,25.01,73,76,3.34,US,1673993451
478,bilibino,68.0546,166.4372,-32.94,94,6,2.06,RU,1673993452
479,fare,-16.7,-151.0167,26.8,74,57,5.37,PF,1673993453
480,dauphin,51.1494,-100.0502,-12.65,96,100,0.59,CA,1673993454
481,neftcala,39.3742,49.2472,6.48,84,64,1.66,AZ,1673993455
482,kinsale,51.7075,-8.5306,0.65,93,40,5.66,IE,1673993456
483,aykhal,66.0,111.5,-44.8,99,88,3.04,RU,1673993457
484,dovers,12.8833,-61.1833,25.25,76,10,5.19,VC,1673993458
485,hambantota,6.1241,81.1185,24.07,77,90,6.36,LK,1673993460
486,el vigia,8.6219,-71.6506,26.83,79,75,0.56,VE,1673993461
487,luwingu,-10.2621,29.9271,16.69,95,100,1.31,ZM,1673993462
488,port lincoln,-34.7333,135.8667,16.4,77,100,7.81,AU,1673993463
489,tra vinh,9.9347,106.3453,22.22,92,49,1.12,VN,1673993464
490,vestmannaeyjar,63.4427,-20.2734,-3.89,73,0,8.21,IS,1673993464
491,renfrew,55.872,-4.3925,2.02,86,67,4.63,GB,1673993465
492,pahrump,36.2083,-115.9839,10.14,47,92,5.36,US,1673993467
493,batagay,67.6333,134.6333,-41.65,98,100,0.56,RU,1673993468
494,torbay,47.6666,-52.7314,10.22,97,100,9.26,CA,1673993249
495,san patricio,28.017,-97.5169,26.21,64,77,6.65,US,1673993470
496,toro,4.6117,-76.0814,26.38,85,50,2.14,CO,1673993431
497,sangar,63.9242,127.4739,-50.15,100,84,1.17,RU,1673993472
498,fereydun kenar,36.6864,52.5225,7.93,65,77,1.08,IR,1673993473
499,semnan,35.5729,53.3971,2.92,62,100,1.32,IR,1673993474
500,sawtell,-30.3833,153.1,22.01,83,100,5.14,AU,1673993475
501,dowa,-13.654,33.9375,17.25,92,100,0.51,MW,1673993476
502,college,64.8569,-147.8028,-17.74,77,20,0.0,US,1673993258
503,kalmunai,7.4167,81.8167,23.86,83,97,3.31,LK,1673993477
504,kananga,-5.8958,22.4178,18.06,96,100,0.22,CD,1673993478
505,hostotipaquillo,21.0667,-104.0667,27.87,9,68,3.61,MX,1673993479
506,matara,5.9485,80.5353,22.52,87,100,3.28,LK,1673993480
507,springbok,-29.6643,17.8865,22.48,46,67,1.59,ZA,1673993481
508,san quintin,30.4833,-115.95,14.72,62,23,9.29,MX,1673993482
509,the valley,18.217,-63.0578,25.08,73,40,4.12,AI,1673993482
510,caravelas,-17.7125,-39.2481,24.56,82,57,2.19,BR,1673993483
511,humberto de campos,-2.5983,-43.4611,23.3,92,83,2.25,BR,1673993484
512,ust-omchug,61.15,149.6333,-41.73,97,45,2.26,RU,1673993485
513,zastron,-30.3023,27.084,23.18,26,25,3.57,ZA,1673993486
514,council bluffs,41.2619,-95.8608,5.79,72,40,5.66,US,1673993289
515,cam ranh,11.9214,109.1591,23.98,64,40,5.66,VN,1673993488
516,galle,6.0367,80.217,23.11,86,100,1.86,LK,1673993141
517,caernarfon,53.1413,-4.2702,4.85,34,75,9.77,GB,1673993489
518,port-cartier,50.0334,-66.8654,0.42,91,100,2.84,CA,1673993491
519,saryg-sep,51.5,95.6,-17.84,99,100,0.24,RU,1673993493
520,solnechnyy,50.7214,136.6319,-28.25,98,100,0.98,RU,1673993493
521,puerto colombia,10.9878,-74.9547,28.05,80,28,8.86,CO,1673993494
522,buchanan,5.8808,-10.0467,26.09,86,55,2.9,LR,1673993495
523,mashhad,36.297,59.6062,-1.92,86,100,0.0,IR,1673993496
524,pontal do parana,-25.6533,-48.5128,24.45,94,91,1.88,BR,1673993498
525,kupang,-10.1667,123.5833,25.32,100,40,0.0,ID,1673993499
526,wattegama,6.7989,81.4808,21.0,87,80,2.22,LK,1673993500
527,shiyan,32.6475,110.7781,-1.32,62,77,1.9,CN,1673993502
528,port keats,-14.25,129.55,27.4,85,100,3.44,AU,1673993502
529,coihaique,-45.5752,-72.0662,28.34,24,0,3.6,CL,1673993504
530,ola,59.5833,151.2833,-27.97,85,65,5.71,RU,1673993505
531,vila franca do campo,37.7167,-25.4333,13.23,78,70,4.17,PT,1673993505
532,riverton,40.5219,-111.9391,3.13,90,100,5.66,US,1673993408
533,carauari,-4.8828,-66.8958,26.22,81,92,1.43,BR,1673993507
534,kununurra,-15.7667,128.7333,26.99,89,100,0.0,AU,1673993363
535,ciudad bolivar,8.1222,-63.5497,31.05,37,93,3.98,VE,1673993509
536,poienile de sub munte,47.8167,24.4333,3.0,78,94,1.95,RO,1673993509
537,santa rosa,14.3122,121.1114,25.99,91,100,6.28,PH,1673993510
538,balaguer,41.7912,0.8109,4.87,82,69,6.27,ES,1673993511
539,jumla,29.2747,82.1838,-1.69,22,6,2.11,NP,1673993512
540,samarai,-10.6167,150.6667,28.08,76,76,4.98,PG,1673993513
541,kang,-23.6752,22.7876,25.7,44,13,5.71,BW,1673993514
542,hami,42.8,93.45,-10.01,51,44,2.36,CN,1673993515
543,zyryanskoye,56.8306,86.6258,-32.51,100,91,1.65,RU,1673993516
544,show low,34.2542,-110.0298,0.56,78,75,9.77,US,1673993517
545,praia da vitoria,38.7333,-27.0667,13.75,82,77,5.94,PT,1673993518
546,krasnoselkup,65.7,82.4667,-30.13,86,99,4.78,RU,1673993519
547,navirai,-23.065,-54.1906,25.42,83,90,1.44,BR,1673993520
548,vodnyy,63.5046,53.4095,-8.39,93,100,3.75,RU,1673993521
549,havoysund,70.9963,24.6622,2.13,82,78,6.55,NO,1673993522
550,ambovombe,-25.1667,46.0833,23.12,84,0,4.5,MG,1673993523
551,den helder,52.9599,4.7593,3.99,66,40,5.36,NL,1673993524
552,teguise,29.0605,-13.564,16.12,63,75,4.12,ES,1673993525
553,liverpool,53.4106,-2.9779,2.27,91,75,2.06,GB,1673992779
